No.,Texto
657,"7. ¿Por qué la relatora de la ONU se mostró preocupada, por la dureza de las cárceles en El Salvador (apenas en mayo)? “Constituir tratos crueles, inhumanos o degradantes y exacerbar aún más las condiciones de higiene ya muy precarias”. https://elsalvador.un.org/es/44617-relatora-agnes-callamard-expresa-su-preocupacion-por-situacion-en-los-centros-penales Sigue..."
658,"6. ¿Por qué hay preocupación de la CIDH, por que estamos haciendo lo contrario a una tregua? https://www.oas.org/es/cidh/prensa/comunicados/2020/093.asp Sigue..."
659,"4. ¿Por qué hay múltiples enfrentamientos en las calles, donde terroristas son heridos de muerte por nuestras fuerzas de seguridad? 5. ¿Por qué no hay videos, fotos, audios, investigaciones formales, juicios, requerimientos fiscales, ni nada, de la supuesta tregua? Sigue..."
660,"1. ¿Dónde hay una tan sola prueba de algún privilegio? 2. ¿Por qué en los penales hay orden, limpieza, 0 comunicación con el exterior, requisas, y múltiples castigos? 3. ¿Dónde están las prostitutas, fiestas, drogas, Playstations, internet, celulares, que habían antes? Sigue..."
661,"Así que decidieron cambiar de estrategia. “Ahora, el Gobierno no es malo con los terroristas, sino bueno”. Así que inventaron su novela: ¡hay una tregua! Pero olvidaron algunos detalles... Sigue..."
662,"Pensaron que eso nos afectaría aquí. Pero calcularon mal. El pueblo salvadoreño está feliz, que después de una guerra civil y 30 años más de delincuencia, pueden vivir en un país muchísimo más seguro, que el de antes. Las condenas de Vivanco, los tienen sin cuidado. Sigue..."
663,"Lograron incluso condenas internacionales, tanto por nuestro trato riguroso en las cárceles, como por nuestra autorización de usar la fuerza letal (en defensa de propia o de la vida de los salvadoreños). Sigue... https://www.hrw.org/es/news/2020/04/30/el-salvador-trato-inhumano-reclusos-en-centros-penitenciarios"
664,"Atacaron, denunciaron, pusieron demandas, consiguieron apoyos de ONG’s internacionales, de sus amigos Vivanco y “Human Rights Watch”, hasta de un par de políticos de oposición en Estados Unidos. La pintura era: en El Salvador no se respetan los derechos humanos. Sigue..."
665,¿No que despreciamos derechos humanos? Ya decídanse 😂 Hoy si tocaron fondo. Desesperación electoral le llaman.
666,"Pueden decir que alguien está gordo o que está flaco... Lo que no se puede es decirle que está gordo y flaco a la vez, porque sería estúpido. Nos acusan de violar derechos humanos de los terroristas. ¿Ahora dicen que les damos privilegios? Muéstrenme un privilegio. Uno solo."
667,"Podemos confirmar que hemos cerrado el jueves 27 de agosto, con 0 homicidios a nivel nacional. Delincuencia: Controlada ✅ Pandemia: 18 días continuos a la baja ✅ A pesar de los bloqueos de los mismos de siempre, ¡Estamos saliendo adelante! 🇸🇻🇸🇻🇸🇻"
668,"Podemos confirmar que hemos cerrado el sábado 22 de agosto, con 0 homicidios a nivel nacional. Delincuencia: Controlada ✅ Pandemia: 13 días continuos a la baja ✅ A pesar de los bloqueos, ¡nuestro país saldrá adelante! 🇸🇻"
669,"Podemos confirmar que hemos cerrado el viernes 21 de agosto, con 0 homicidios a nivel nacional. Delincuencia: Controlada ✅ Pandemia: 12 días a la baja ✅ A pesar de los bloqueos, ¡nuestro país saldrá adelante! 🇸🇻"
670,"“16,441 armas de uso privativo de la @FUERZARMADASV”. ¿Adónde se las pudo llevar? ¿Quién pudiera comprar semejante lote de armas militares? Definitivamente no fue el Gobierno, ya que fue del Gobierno de donde se las robaron."
671,"Parece que el problema del expresidente de ARENA, no es solo cómo obtuvo miles de armas militares, sino, adónde fueron a parar..."
672,"Lo dijimos el año pasado: Entregó armas obsoletas a nuestra @FUERZARMADASV, en el Gobierno del FMLM, a cambio de armas en perfecto estado, armas que se llevó, quien sabe adónde. Armas, por un valor de 2 millones de dólares. Que pudiéramos ocupar en el Plan Control Territorial."
673,Esta es la Nueva Fuerza Armada de El Salvador...
674,"Hay quienes se quejan de que enviamos a nuestra @FUERZARMADASV para todo. Creo que las imágenes (no solo estas), aclaran las dudas, de por qué los enviamos a ellos."
675,"Podemos confirmar que hemos cerrado el jueves 30 de julio, con 0 homicidios a nivel nacional. DELINCUENCIA: CONTROLADA ✅ Y eso que el Plan Control Territorial apenas va en primera fase. Imaginemos nuestro país, sin el bloqueo de la @AsambleaSV, a las demás fases del plan."
676,"Interpelarán al Ministro de Defensa que más trabaja por el pueblo. Plan Control Territorial, entrega de paquetes alimentarios, control de la cuarentena, de los puntos ciegos, ayuda en las tormentas, ayuda contra las plagas, etc. ¿Cuántas veces interpelaron al Ministro anterior?"
677,"El pueblo salvadoreño ha visto y está claro, quiénes han luchado contra la pandemia y quiénes han luchado por ver más salvadoreños muertos. Lo mismo que han hecho siempre: lo hicieron en la guerra, lo hicieron con el saqueo de nuestro país, por todos conocido... Sigue...

...creando y financiando las pandillas y ahora quitándonos las herramientas, con las que teníamos el contagio en niveles aceptables. Incluso, éramos un ejemplo, a nivel mundial. Sigue..."
678,Nuestro sistema de justicia.
679,"Podemos confirmar que hemos cerrado el martes 21 de julio, con 0 homicidios a nivel nacional. Delincuencia: CONTROLADA ✅ Los que le apuestan a que nuestro país falle, están equivocados. Nuestro país va de la mano de Dios y vamos a salir adelante."
680,"Lo único que les interesa: contar los muertos, que con tanto esfuerzo han logrado. Como si fuera una especie de trofeo. ¿Por qué mejor no aprueban un Régimen de Excepción y salvamos a las personas ANTES DE QUE MUERAN?"
681,"En las guerras, hay 2 bandos: Aliados contra Eje Romanos contra Cartagineses Espartanos contra Persas Mongoles contra Chinos Turcos contra Húngaros Franceses contra Ingleses Etc. (Hilo)

Una vez tu adversario inicia el ataque frontal, aunque no lo desees, la guerra empezó, y no queda más que defender y contraatacar. No existirá defensa que aguante, si se ataca hacia los lados, a tus propios aliados. Hay que tener claro el adversario, o la guerra está perdida."
682,"Increíble como algunas autodenominadas “defensoras de la mujer”, nunca defienden realmente a la mujer. Instrumentalizan una causa noble, para su agenda política. ¿Por qué no piden justicia para “Marta”? Muchas de ellas ya conocían este caso. Pero callaron y siguen callando."
683,"Por suerte, las organizaciones feministas de nuestro país exigirán justicia para “Marta”, el fiscal @MelaraRaul pondrá rápidamente un tuit, diciendo que abrirá una investigación, se le dará protección a la víctima y el caso se esclarecerá en los tribunales. ¿O no?"
684,"Dejen de discutir. No necesitan escuchar más expertos, a quienes corrigen, cuando les dicen algo que no les gusta. Necesitamos 15 días. Hasta los que están en contra ahora, lo estarán pidiendo después. Pero ya será demasiado tarde. ¡Aprueben el Régimen de Excepción! @AsambleaSV"
685,"100 criminales capturados, este día."
686,"Podemos confirmar, que hemos cerrado el miércoles 24 de junio, con 0 homicidios a nivel nacional. Delincuencia: CONTROLADA ✅ Lo que nunca se pensó posible: una realidad."
687,"Podemos confirmar que hemos cerrado el lunes 22 de junio, con 0 homicidios, a nivel nacional. Delincuencia: CONTROLADA ✅"
688,¿Y las “Organizaciones de Derechos Humanos” ya dijeron algo sobre los derechos humanos de las víctimas y de los salvadoreños en el exterior o solo se pronuncian cuando es a favor de delincuentes?
689,Algo estamos haciendo bien... Dios nos de fuerzas para seguir.
690,"Ordené a @SeguridadSV y a @DefensaSV regresar las licencias a nuestros héroes. Han estado sosteniendo la cuarentena, conteniendo la pandemia, cuidando fronteras, repartiendo alimentos, manteniendo el Plan Control Territorial y ayudando en las tormentas. Pero deben descansar."
691,"Brindar seguridad, sostener el Plan Control Territorial, Policía Rural, operaciones especiales, investigación del delito y capturas, controlar la cuarentena, repartir alimentos por todo nuestro país y ahora, ayudar a los damnificados por las dos tormentas. Definición de héroes."
692,"Podemos confirmar que hemos cerrado el martes 2 de junio, con 0 homicidios a nivel nacional. Delincuencia: Controlada ✅"
693,"Hemos cerrado mayo 2020, el último mes de nuestro primer año de gestión, con la cifra de homicidios más baja en la historia de El Salvador."
694,"(h) Combatiendo el tráfico de personas, las actividades de pandillas criminales, a los traficantes de drogas y las organizaciones criminales internacionales y... (i) Informando a sus ciudadanos sobre los peligros del viaje a la frontera sur de los Estados Unidos. Sigue..."
695,"(d) Proveyendo una efectiva y responsable fuerza pública, para darle seguridad a sus ciudadanos y hacer que se cumpla la ley. (e) Implementando políticas para reducir la pobreza y promover el crecimiento económico equitativo y las oportunidades. Sigue..."
696,"Podemos confirmar que hemos cerrado el lunes 25 de mayo, con 0 homicidios a nivel nacional. Miles de vidas salvadas, en lo que va de nuestro Gobierno. La promesa más grande de nuestro Gobierno: Controlar la delincuencia ✅ Mientras tanto, seguimos luchando contra la pandemia."
697,"Gracias a Dios por permitirnos salvar tantas vidas. Nuestra @PNCSV y @FUERZARMADASV seguirán luchando contra la delincuencia, al mismo tiempo que conteniendo la pandemia, vigilando la frontera y a partir del domingo, inician a repartir alimentos a todo nuestro país. 👏🏼👏🏼👏🏼👏🏼👏🏼"
698,"Podemos confirmar que hemos cerrado el viernes 15 de mayo con 0 homicidios a nivel nacional. En los 30 años anteriores a nuestro Gobierno, solo hubo 2 días sin homicidios. Solo en esta semana llevamos 4 días sin homicidios. 5 en lo que va del mes. Delincuencia: Controlada ✅"
699,"Podemos confirmar que hemos cerrado el jueves 14 de mayo, con 0 homicidios a nivel nacional. 3 días sin homicidios, en la misma semana. Más vidas salvadas, gracias a Dios. Delincuencia: Controlada ✅ Sigamos luchando también contra la pandemia."
700,"Podemos confirmar que hemos cerrado el martes 12 de mayo, con 0 homicidios a nivel nacional. Mayo se perfila como el mes con más días de 0 homicidios. Delincuencia: Controlada ✅ Sigamos luchando juntos, para controlar también el #COVID19."
701,Nuestros héroes hacen su parte. Es hora de que nosotros hagamos la nuestra. #QuedateEnCasa #15DíasPorSV
702,"Podemos confirmar que hemos cerrado el lunes 11 de mayo, con 0 homicidios a nivel nacional. Delincuencia: Controlada ✅ Estamos salvando muchas vidas en este frente de batalla también. Dios bendiga nuestro país."
703,"Por cierto, este Gobierno aún no ha recibido NI UN SOLO CENTAVO en préstamos, ni para el #PlanControlTerritorial, ni para la lucha de la pandemia #COVID19. Hemos tenido reorientaciones, autorizaciones para negociar, discursos y votaciones. Pero fondos de préstamos: $0.00."
704,"Podemos confirmar que hemos cerrado este viernes 8 de mayo, con 0 homicidios a nivel nacional. Delincuencia: controlada ✅ A seguir luchando contra la pandemia."
705,"Los medios y ONG's financiados por intereses internacionales oscuros, quieren vender la imagen de que en El Salvador se vive una ""dictadura"", donde se llevan a la ""cárcel"" a la gente, por ""ir al baño a 4 pasos de su casa"". Pero lo que en realidad pasa en El Salvador, es esto:"
706,"A pesar del repunte de homicidios que tuvimos, el cual ya fue totalmente controlado, abril 2020 cierra con una REDUCCIÓN del 58.2% en homicidios, en relación al mismo mes del año pasado. Sí, así de mal estábamos, antes de este Gobierno."
707,El alza de homicidios ya fue controlada y el #PlanControlTerritorial reactivado. Ayúdennos a controlar la cuarentena. El #PlanControlTerritorial utiliza mucho recurso humano. El Gobierno no gana con que estén en sus casas. Es por su bien y el de sus familias. #QuedateEnCasa
708,"Es increíble el apoyo internacional que tienen las maras. Organizaciones que callan al ver como descuartizan salvadoreños, ponen el grito en el cielo porque les quitamos privilegios. No nos equivocamos, cuando dijimos que eran una organización criminal internacional.

Es demasiado obvio: Guardan total silencio ante actos de barbarie; pero desatan toda su furia si se intenta poner orden en centros penales, que fueron controlados por las maras durante décadas. Está claro para quien trabajan y cuáles son los intereses de sus financistas"
